coffee_id,roaster,roast,origin,100g_USD,review
1153,Greater Goods Coffee Roasters,Medium-Light,Ethiopia,5.58,"Overarchingly sweet, richly savory. Nectarine, sandalwood, marzipan, spearmint, freesia-like flowers in aroma and cup. Deeply sweet structure with a tart, vibrant acidity; nectar-like mouthfeel. Rich-toned finish with marzipan notes lingering into the long."
82,Paradise Roasters,Medium-Light,Ethiopia,5.81,"Delicate, complex, multi-layered. Bergamot, dark chocolate, nougat, narcissus, cedar in aroma and cup. Richly sweet-savory structure with citrusy acidity; full, syrupy mouthfeel. The floral- and fruit-driven finish is supported by chocolate and aromatic wood notes."
164,JBC Coffee Roasters,Medium-Light,Yemen,7.72,"Deeply spice-toned, singular and complex. Dried red currant, sandalwood, fresh cinnamon, dark chocolate, brown sugar in aroma and cup. Richly sweet with wine-toned acidity; viscous, full mouthfeel. The spice-toned finish is supported by notes of dark chocolate and red currant."
454,David's Nose,Medium-Light,Kenya,5.66,"Juicy, bright, classic. Sweetly savory, deep-toned. Black currant, amber, brown sugar, magnolia, cedar in aroma and cup. Balanced, sweet-savory structure with vibrant acidity; syrupy-smooth mouthfeel. The resonant finish consolidates to cocoa-toned florals and fruit."
57,Plat Coffee Roastery,Medium-Light,Ethiopia,13.23,"Deeply rich, balanced, fruit- and floral-toned. Tea rose, pomelo, dark chocolate, pie cherry, fresh-cut oak in aroma and cup. Sweet-tart structure with round, fruit-toned acidity; rich, satiny mouthfeel. Tea rose, pie cherry and dark chocolate saturate the resonant finish."
1130,Willoughby's Coffee & Tea,Medium-Light,Ethiopia,4.41,"Balanced, fruit-toned, deeply sweet. Mulberry, wine barrel, dark chocolate, sandalwood, freesia in aroma and cup. Sweet-tart structure with wine-like acidity; satiny-smooth mouthfeel. The finish leads with mulberry and dark chocolate, supported by spice-toned aromatic wood and freesia-like flowers."
804,Kakalove Café,Medium-Light,Panama,21.24,"Exceptionally high-toned, delicately fruit-centered, intricately balanced. Mulberry, coconut, sandalwood, dark chocolate, lilac in aroma and cup. Richly sweet in structure with balanced, juicy acidity; delicate but plush, mouth-filling texture. The finish is a gentle reminder of everything the cup offers, in particular mulberry, coconut, and lilac."
34,Temple Coffee and Tea,Medium-Light,Ethiopia,5.58,"Crisply sweet-tart. Apricot, sandalwood, maple syrup, orange zest, freesia-like flowers in aroma and cup. Sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. The finish is quietly flavor-saturated, with lead notes of apricot and sandalwood."
486,Temple Coffee Roasters,Medium,Ethiopia,6.17,"Deep-toned, fruit-centered, richly aromatic. Dark chocolate, black cherry, star jasmine, oak, almond brittle in aroma and cup. Sweet-tart structure with crisp, lively acidity; plush, viscous mouthfeel. Finish centers around dark chocolate and black cherry."
197,States Coffee & Mercantile,Medium-Light,Guatemala,5.29,"Delicate, sweet, citrus-toned. Cocoa nib, tangerine zest, almond, freesia-like flowers, apricot in aroma and cup. Sweet in structure with pert acidity; full, syrupy mouthfeel. Quiet, easygoing finish with notes of cocoa nib and tangerine zest."
960,Yellow Brick Coffee,Medium-Light,Ethiopia,5.88,"Richly sweet-tart, high-toned. Apricot nectar, almond nougat, jasmine, cedar, cocoa nib in aroma and cup. Richly sweet-tart structure with juicy-bright acidity; very syrupy, vibrant mouthfeel. Cocoa-toned finish with undertones of apricot and cedar."
320,SkyTop Coffee,Medium-Light,Ethiopia,5.88,"Vibrantly sweet, gently fermenty. Lime zest, tea rose, cocoa nib, sandalwood, a hint of aged Tequila in aroma and cup. Brightly sweet with high-toned acidity; plush, syrupy mouthfeel. In the finish crisp cocoa nib balances the fruit. "
1013,Kakalove Cafe,Medium,Guatemala,2.55,"Evaluated as espresso. Deep, rich, chocolaty. Dried apricot, dark chocolate, hazelnut, molasses, cedar in aroma and small cup. Satiny smooth mouthfeel; crisp, sweetly nut-toned finish. Chocolate leads in three parts milk, followed by notes of molasses and hazelnut."
791,Jampot Poorrock Abbey,Medium,Costa Rica,3.97,"Crisply sweet, balanced. Apricot, cocoa nib, freesia-like flowers, brown sugar, oak in aroma and cup. Sweetly tart structure with pert, lively acidity; satin-smooth mouthfeel. Finish consolidates to cocoa-toned apricot with undertones of freesia and oak."
974,Peach Coffee Roasters,Light,Ecuador,13.23,"Delicately sweet, richly perfumy. Bergamot, marzipan, lilac, apricot, cocoa nib in aroma and cup. Sweetly tart in structure with very lively, juicy acidity; lightly viscous, silky mouthfeel. The finish centers around notes of bergamot and lily, rounding to cocoa nib in the long."
759,Hula Daddy Kona Coffee,Medium,Hawai'I,19.82,"Crisp, delicate, yet intense and original. Lush, rose-like flowers, dark chocolate, cedar, almond, ripe pineapple in aroma and cup. Balanced and complete in structure, poised at a round, satisfying intersection of sweet, tart and bitter. Light but syrupy in texture. Layered and resonant in the finish: rose, chocolate, almond all ring on."
311,Steady State Roasting Company,Medium-Light,Colombia,8.52,"Intensely aromatic, sweet-savory. Dried peach, star jasmine, hop flowers, fresh uncut oak, almond butter in aroma and cup. High-toned, sweet-savory structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The crisp, resonant finish centers around notes of dried peach and jasmine."
852,Simon Hsieh Aroma Roast Coffees,Medium-Dark,Ecuador,115.2,"Decadently rich, resonantly chocolaty, floral-toned. Chocolate fudge, salted caramel, gardenia, date, scorched almond in aroma and cup. Vibrantly bittersweet structure with round acidity; lush, creamy mouthfeel. Chocolaty and nut-toned finish with a hint of smokiness."
757,Souvenir Coffee,Medium-Light,Ethiopia,4.7,"Crisply sweet, cleanly fruit-toned. Dried strawberry, cocoa nib, honeysuckle, agave syrup, cedar in aroma and cup. Sweetly tart structure with crisp, apple-like acidity; satiny-smooth mouthfeel. The quiet finish evokes dried strawberry and wood-framed honeysuckle."
1139,Corvus Coffee Roasters,Medium-Light,Rwanda,5.0,"Crisply sweet-savory, spice-toned. Cocoa powder, black cherry, sweet kabocha squash, freesia-like flowers, lemongrass in aroma and cup. Sweetly savory structure with gentle acidity; velvety-smooth mouthfeel. The resonant finish consolidates to notes of cocoa and lemongrass with a throughline of kabocha squash."
810,1980 CAFE,Medium-Light,Ethiopia,6.34,"Fruit-toned, delicately floral. Magnolia, plum, almond, cedar, cane sugar in aroma and cup. Crisply sweet structure with brisk acidity; silky mouthfeel. Wood-framed finish with undertones of almond and cane sugar."
184,Stereo Coffee Roasters,Medium-Light,Colombia,5.88,"Richly sweet-tart, floral-toned. Narcissus, cocoa nib, apricot, almond nougat, fresh-cut cedar in aroma and cup. Sweetly tart structure with bright, juicy acidity; full, syrupy-smooth mouthfeel. The finish consolidates to notes of almond nougat and narcissus with cocoa nib undertones."
326,Bird Rock Coffee Roasters,Medium-Light,Kenya,7.05,"Sweetly tart, richly savory. Star jasmine, pink grapefruit zest, ripe blackberry, cocoa nib, toffee in aroma and cup. Brightly tart-savory, complex structure with juicy acidity; plush, very syrupy mouthfeel. Star jasmine and blackberry notes lead in the long, resonant finish."
1149,Cafe Kreyol,Medium-Light,Colombia,11.61,"Delicately fruit- and floral-toned. Magnolia, apricot, amber, cocoa nib, sandalwood in aroma and cup. Sweetly tart with gently bright acidity; vibrantly silky mouthfeel. Resonant finish that leads with notes of magnolia and apricot, rounding to cocoa and amber in the long."
724,Bonfire Coffee Company,,Ethiopia,1.34,"A ready-to-drink black coffee, tested cold. Rich, floral-toned, intricate and complex. Notes of wisteria, Keemun black tea, cocoa nib, Meyer lemon, frankincense. Crisp, tart-leaning structure with sweet undertones and juicy acidity; refreshing, velvety mouthfeel. Satisfying, lingering finish with notes of black tea and lemon. Stands up to milk with continued tartness and amplification of the cocoa note."
643,Espresso Republic,Medium-Light,Peru,4.1,"Deeply pungent and richly sweet. Lavender, baker’s chocolate, oak, ripe fig, a hint of ginger in aroma and cup. Roundly sweet-tart and juicy in structure; full and satiny in mouthfeel. Baker’s chocolate carries distinctly and pleasingly into an otherwise short finish.  "
1142,Euphora Coffee,Light,Ethiopia,8.82,"Floral-toned, richly fruity. Narcissus, watermelon candy, dark chocolate, amber, clove in aroma and cup. Sweet-savory structure with winey acidity; very full, syrupy mouthfeel. Resonant, long, flavor-laden finish."
615,Big Creek Coffee Roasters,Medium-Light,Brazil,4.56," Briskly sweet-tart, fruit-forward. Dark chocolate, maraschino cherry, pipe tobacco, caramel, almond in aroma and cup. Bittersweet instructure with gentle, rounded acidity; full, syrupy mouthfeel. The drying, cocoa-toned finish leads with dark chocolate in the short with maraschino cherry resurfacing in the long. "
355,Mr. Espresso,Medium-Light,Ethiopia,5.0,"Crisp, lively, citrus-toned. Meyer lemon zest, plum, cocoa nib, freesia-like flowers, agave syrup in aroma and cup. Sweet-tart structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish leads with Meyer lemon and cocoa notes supported by a hint of agave syrup."
532,CofFeeling,Medium-Light,Costa Rica,7.05,"Cocoa- and floral-driven. Baking chocolate, plum, fresh-cut fir, lime zest, gardenia in aroma and cup. Sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. The finish consolidates to notes of cocoa-toned plum, lime zest, fir."
925,Equator Coffees,Medium-Light,Colombia,35.27,"Dried mulberry, lemon verbena, apple blossom, cocoa nib, wild honey in aroma and cup. Sweet, high-toned structure with fruity acidity; full, satiny-smooth mouthfeel. Cocoa- and mulberry-driven finish."
46,Normandy Coffee Thai Cuisine,Medium-Light,Ethiopia,4.25,"Winy and fruit-toned. Wine barrel, cherry pie, sandalwood, agave syrup, gardenia in aroma and cup. Sweetly tart with citrusy acidity; plush, syrupy mouthfeel. The finish is crisp, tannic, and fruity-floral."
1172,Rubasse Coffee Roaster,Light,Colombia,11.95,"Richly aromatic, gently tart. Tamarind, magnolia, oak, pistachio, pink grapefruit zest in aroma and cup. Sweetly tarty structure with gently brisk acidity; crisp, satiny mouthfeel. Gently drying finish centered around notes of tamarind and oak with pistachio undertones."
750,Hidden Coffee HK,Medium-Light,Bolivia,17.94,"Crisply sweet, delicately aromatic. Hazelnut, date, tiger lily, fresh-cut fir, agave syrup in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. The wood-framed finish is sweetly nut-toned into the long."
1123,Paradise Roasters,Medium,Hawai'I,17.64,"Roast-rounded, chocolaty, fruit-forward. Scorched cedar, Nutella, molasses, dried plum, magnolia in aroma and cup. Sweet structure with very gentle acidity; plush, creamy mouthfeel. The finish consolidates around Nutella and magnolia with a hint of smoke. "
131,Kakalove Cafe,Medium-Light,Burundi,5.31,"Rich-toned, balanced, deeply sweet. Apricot, dark chocolate, hazelnut, citrusy lantana flowers, cinnamon in aroma and cup. Crisply sweet in structure with lively acidity; lightly syrupy mouthfeel. Notes of sweet-tart stone fruit carry into the long finish, supported by dark chocolate and a hint of cinnamon-like spice."
1187,Bird Rock Coffee Roasters,Medium-Light,Colombia,26.46,"Elaborate, vibrant, exhilarating. Dark chocolate truffle, strawberry guava, candied ginger, lilac, myrrh in aroma and cup. Crisply sweet-tart structure with bright, succulent acidity; very syrupy mouthfeel. The finish is zesty in the short and cocoa- and floral-toned in the long."
353,PT's Coffee Roasting Co.,Light,Colombia,26.46,"Richly sweet, deeply aromatic. Strawberry guava, cocoa nib, wild honey, marjoram, lilac in aroma and cup. Sweet-tart structure with richly tart acidity; syrupy-smooth mouthfeel. Long, lingering finish with strawberry guava and cocoa nib in front and wild honey and marjoram undertones."
198,Big Creek Coffee Roasters,Medium-Light,Rwanda,4.56,"Brightly sweet with a savory depth. Lemon verbena, roasted cacao nib, rhododendron, date, cedar in aroma and cup. Quietly sweet-tart structure; delicate, silky mouthfeel. The finish is richly drying, consolidating around cacao nib and lemon verbena."
919,Rusty's Hawaiian,Medium,Hawai'I,10.05,"Crisply chocolaty, floral-toned. Nectarine, brown sugar, wisteria, baking chocolate, fresh-cut oak in aroma and cup. Complex, bittersweet structure with quiet acidity; very full, syrupy-smooth mouthfeel. Baking chocolate and oak notes characterize the long finish, with pretty hints of wisteria underneath."
569,Big Shoulders Coffee,Medium-Light,Ethiopia,7.35,"Tropical fruit-driven, resonantly aromatic. Lychee, guava, cocoa nib, freesia-like flowers, cedar in aroma and cup. Sweet-tart structure with high-toned acidity; plush, satiny-smooth mouthfeel. The finish centers around notes of lychee and freesia with cocoa undertones."
910,Barrington Coffee Roasting,Medium,Nepal,8.77,"Delicate, crisply sweet-savory, roast-rounded. Dark chocolate, orange blossom, almond, sandalwood, tamari in aroma and cup. Savory sweet in structure  with gentle acidity; crisp, satiny mouthfeel. The finish is rich with notes of dark chocolate and almond in the short, with savory-sweet hints of tamari and sandalwood incense in the long."
884,Roadmap Coffeeworks,Medium-Light,Kenya,6.91,"Richly aromatic, deep-toned, vibrant. Red currant, toffee, hazelnut, freesia, fresh-cut oak in aroma and cup. Juicy-sweet structure with bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of toffee and hazelnut with a hint of freesia."
47,Qin Mi Coffee,Medium-Light,Guatemala,9.16,"Cleanly fruit-forward, chocolaty. Dark chocolate, dried persimmon, halvah, cedar, honey in aroma and cup. Gently bittersweet structure with brisk acidity; very full, syrupy-smooth mouthfeel. Fruit- and chocolate-toned finish, crisp and long."
77,Paradise Roasters,Medium-Light,Hawai'I,35.27,"Richly sweet, deeply layered. Lychee, tangerine zest, mesquite, star jasmine, agave syrup in aroma and cup. Sweet-tart structure with vibrantly bright acidity; very full, syrupy mouthfeel. The finish consolidates to notes of agave syrup and mesquite."
422,"Good Chance Biotechnology, Ltd.",Medium-Light,Kenya,90.83,"Sweetly savory, rich and deep. Dark chocolate, violet, pomegranate, maple syrup, cedar in aroma and cup. Crisply bright with juicy acidity; very syrupy mouthfeel. Notes of violet and pomegranate, with undertones of cedar, resonate in the finish."
946,Paradise Roasters,Medium-Light,El Salvador,9.96,"Sweet-toned, fruit-forward, delicately floral. Dried strawberry, lilac, cocoa nib, almond brittle, wild honey in aroma and cup. Deeply sweet structure with rich, vibrant acidity; full, viscous mouthfeel. Finish leads with notes of dried strawberry and honey in the short, rounding to cocoa nib in the long."
957,CafeTaster,Medium-Light,Kenya,8.46,"Nuanced, multi-layered. Almond brittle, pomegranate, dark chocolate, narcissus, lemon-thyme in aroma and small cup. Sweetly savory with juicy acidity; syrupy-smooth, vibrant mouthfeel with. Resonant, long, flavor-saturated finish. "
139,Portrait Coffee,Light,Ethiopia,5.29,"Deeply sweet, rich-toned, bright and lively. Red grape, baking chocolate, marshmallow, macadamia nut, lime zest in aroma and cup. Sweet in structure with bright, balanced acidity; full, satiny-smooth mouthfeel. The cleanly fruit-toned finish is pleasantly complicated by notes of macadamia nut and lime zest."
283,Paradise Roasters,Medium-Light,Colombia,8.82,"Evaluated as espresso. Brightly fruit-toned, deeply chocolaty, with savory undertones. Rambutan, sandalwood, kumquat, dark chocolate, freesia in aroma and small cup. Crisp, satiny mouthfeel; especially long, flavor-laden finish. In three parts milk, sandalwood notes frame the dark chocolate and tropical fruit throughlines."
99,Paradise Roasters,Medium-Light,Hawai'I,17.59,"Fruit- and honey-toned, richly sweet-tart. Lychee, tamarind, cocoa nib, hop flowers, almond brittle in aroma and cup. Sweetly tart structure with bright, juicy acidity; viscous, syrupy mouthfeel. Fruit-forward finish with honey and cocoa undertones."
482,Dou Zhai Coffee & Roast,Medium-Light,Ethiopia,8.53,"Very sweet, floral, deeply rich. Date, tangerine zest, fresh pipe tobacco, freesia-like flowers, dark chocolate in aroma and cup. Complex and deeply rich structure; roundly tart acidity. Full, syrupy mouthfeel. The finish is dry but rings with rich tobacco and unsweetened chocolate far into the long."
1167,Novel Coffee Roasters,Medium-Light,Brazil,5.29,"Delicate, chocolate-toned. Dark chocolate, hazelnut, raisin, hints of lily and oak in aroma and cup. Balanced, sweet-toned structure; satiny-smooth mouthfeel. The long finish is quietly flavor-saturated."
1046,JBC Coffee Roasters,Medium-Light,Colombia,4.67,"Soft, balanced: cocoa and nuts. Baking chocolate, tangerine zest, nut (hazelnut, pistachio), fresh-cut pine in aroma and cup. Delicately brisk in structure; light though silky mouthfeel. Finish is resonant but drying, consolidating around unsweetened chocolate and nut."
281,Regent Coffee,Medium-Light,Burundi,6.17,"High-toned, richly sweet and deep. Nectarine, cherry blossom, hazelnut, lemon-thyme, dark chocolate in aroma and cup. Sweet structure with bright, juicy acidity; crisp mouthfeel. Long, flavor-laden finish that carries forward all the aroma and flavor notes from the cup."
296,GK Coffee,Light,Costa Rica,9.6,"Complex, richly sweet-savory, deeply floral. Star jasmine, salted caramel, cocoa nib, wild strawberry, mustard seed in aroma and cup. Sweet-tart-savory structure with high-toned acidity; very full, syrupy mouthfeel. Cocoa-driven finish with undertones of caramel and mustard seed."
478,GK Coffee,Medium-Light,Kenya,9.28,"Sweetly and roundly bright, high-toned, floral. Star jasmine, tangerine zest, red currant, elm, a hint of coriander in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; crisp yet buoyant, syrupy mouthfeel. The richly flavor-saturated finish carries all the notes of the cup straight through into the long, particularly jasmine and red currant."
607,Kona Roasted,Medium,Hawai'I,10.58,"Rich-toned, chocolaty. Dark chocolate, black cherry, gently scorched oak, molasses, gardenia in aroma and cup. Sweet in structure with very gentle acidity; crisp, velvety mouthfeel. Richly drying finish, resonant with notes of dark chocolate, gardenia and scorched oak."
1048,Euphora Coffee,Medium-Light,Ethiopia,6.23,"Balanced, rich-toned. Pomegranate, baking chocolate, cedar, freesia, almond in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. Wood-framed finish supported by notes of pomegranate and freesia."
728,JBC Coffee Roasters,Medium-Light,Ethiopia,5.58,"Crisply sweet-tart. Passion fruit, lemon verbena, cocoa nib, freesia, cedar in aroma and cup. Gently tart structure with sweet, high-toned acidity; very smooth, satiny mouthfeel. Cocoa-toned finish supported by notes of lemon verbena and freesia."
1216,Chromatic Coffee,Medium-Light,El Salvador,9.17,"Deeply chocolaty, richly sweet. Dark chocolate, cantaloupe, pipe tobacco, hazelnut, cedar in aroma and cup. Sweet structure with brisk acidity; crisp, velvety mouthfeel. The finish consolidates to notes of pipe tobacco and hazelnut."
550,Kakalove Cafe,Medium-Light,Ethiopia,4.25,"Elegantly fruit-toned, chocolaty. Dark chocolate, dried fig, oak, narcissus-like flowers, molasses in aroma and cup. Crisply sweet structure with balanced, vibrant acidity; full, syrupy mouthfeel. The finish consolidates to notes of dried fig and molasses supported by a rich dark chocolate."
965,JBC Coffee Roasters,Medium-Light,Indonesia,5.26,"Evaluated as espresso. Spice-toned, richly sweet-savory. Baking spices, mulberry, dark caramel, marjoram, narcissus in aroma and small cup. Nectar-like mouthfeel; crisp, sweet finish. In cappuccino-scaled milk, mulberry and clove notes lead, with undertones of dark caramel and narcissus."
972,JBC Coffee Roasters,Medium-Light,Mexico,4.7,"Crisply sweet-tart. Almond butter, yellow plum, milk chocolate, clover flowers, a hint of thyme in aroma and cup. Sweet-toned structure with mild acidity; satiny, delicate mouthfeel. The sweetly nut-toned finish is supported by notes of chocolate and thyme."
458,Kakalove Cafe,Medium-Light,Ethiopia,4.6,"Richly aromatic, delicately fruit-forward. Dried persimmon, cocoa nib, tangerine zest, shiitake mushroom, carnation in aroma and cup. Savory-sweet with deep, fruit-toned acidity; lively, syrupy-smooth mouthfeel. The finish consolidates to persimmon and cocoa nib with an attractive hint of shiitake mushroom."
850,Kakalove Cafe,Medium-Light,Kenya,4.25,"Bright, richly sweet-savory. Red currant, hop flowers, fresh-cut cedar, roasted cacao nib, almond brittle in aroma and cup. Richly bittersweet structure with resonant, high-toned acidity; viscous, satiny mouthfeel. The lingering finish leads with red currant and almond brittle in the short, settling to cacao nib and hop flowers in the long."
698,Kakalove Cafe,Medium-Light,Kenya,4.6,"Crisply sweet-savory. Lavender, roasted cacao nib, strawberry guava, hazelnut, toasted barley in aroma and cup. Sweetly floral structure with savory undertones; crisp, velvety mouthfeel. The cocoa-toned finish leads with spicy florals and tropical fruit in the short, grounded by pleasing notes of toasted barley in the long."
1213,Paradise Roasters,Medium-Light,Thailand,4.98,"Sweetly nut-toned. Almond, pie cherry, oak, prairie flowers, baking chocolate in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. Gently drying, sweetly nut-toned finish."
254,Kakalove Cafe,Medium-Light,Guatemala,8.5,"Crisply high-toned, richly sweet-savory. Dark chocolate, goji berry, lemon verbena, honeysuckle, hazelnut brittle in aroma and cup. Sweet-savory structure with lively, balanced acidity; plush, syrupy mouthfeel. The finish consolidates to dark chocolate and honeysuckle."
383,Kakalove Cafe,Medium-Light,Ethiopia,4.39,"Very sweet, fruit-toned. Date, rum barrel, narcissus, dark chocolate, marjoram in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, syrupy-smooth mouthfeel. Long, complex, harmonious finish."
367,Bird Rock Coffee Roasters,Light,Colombia,9.17,"Intricate, vibrantly floral, citrusy. Lilac, tangerine, almond brittle, sage, wild honey in aroma and cup. High-toned, harmonious structure with elegantly juicy acidity; full, creamy mouthfeel. Flavor-saturated, very long finish. "
1103,Paradise Roasters,Light,Colombia,11.17,"Richly chocolaty, sweetly tart. Nectarine, dark chocolate, lemon verbena, lavender, fresh-cut oak in aroma and cup. Sweet structure with high-toned acidity; very full, satiny-smooth mouthfeel. Crisply sweet, chocolaty finish with undertones of lemon verbena and a hint of lavender."
1114,Kakalove Cafe,Medium-Light,Kenya,4.25,"Rich-toned, chocolaty. Dark chocolate, narcissus-like flowers, date, cedar, blood orange zest in aroma and cup. Sweet-toned structure with balanced acidity; plush, creamy mouthfeel. The rich, long finish centers on dark chocolate bordering on fudge and exceptionally sweet florals."
490,JBC Coffee Roasters,Medium-Light,Democratic Republic Of The Congo,5.26,"Evaluated as espresso. Richly sweet, floral-toned. Tea rose, almond, dark chocolate, date, cedar in aroma and small cup. Crisp, velvety mouthfeel; the resonant finish centers around notes of tea rose and cedar. In three parts milk, both chocolaty and floral, with undertones of aromatic cedar and almond."
969,Small Eyes Café,Medium-Light,Ethiopia,4.96,"Richly sweet, cocoa- and fruit-toned. Concord grape, cocoa nib, sandalwood, maple syrup, lilac in aroma and cup. Sweet-toned structure with bright, juicy acidity; plush, syrupy mouthfeel. Resonant, flavor-saturated finish that highlights fruit and cocoa tones."
1109,Three Chairs Specialty Turkish Coffee,Medium-Light,Hawai'I,14.11,"Crisply sweet-tart, balanced. Rose hips, almond nougat, orange zest, apricot, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety-smooth mouthfeel. The finish consolidates to pretty notes of nougat and apricot, with a hint of cedar. "
1098,True Coffee Roasters,Medium-Light,Colombia,3.96,"Balanced, bright. Cocoa nib, orange zest, almond brittle, plum, cedar in aroma and cup. Sweet-toned with juicy, high-toned acidity; crisp, velvety mouthfeel. Quiet finish that leads with notes of cocoa nib and orange zest, rounding to cedar in the long."
513,JBC Coffee Roasters,Medium-Light,Kenya,5.73,"Evaluated as espresso. Crisply sweet, richly floral-toned. Lavender, dark chocolate, red currant, almond butter, pink grapefruit zest in aroma and small cup. Delicate, viscous mouthfeel; richly drying finish centers around notes of tart fruit, dark chocolate and bittersweet, lavender-like flowers. Chocolaty and floral in three parts milk, with ongoing tart-fruit notes as well."
409,Simon Hsieh Aroma Roast Coffees,Medium,Ethiopia,15.58,"Evaluated as espresso. Bright, juicy, floral-toned. Chocolate fudge, black cherry, lemon verbena, brown sugar, sandalwood in aroma and cup. Satiny-smooth mouthfeel; the crisply sweet finish leads with black cherry and brown sugar suggestions. In cappuccino-scaled milk, black cherry and dark chocolate notes harmonize far into the long finish."
860,Cafe Kreyol,Medium-Light,Colombia,15.41,"Richly fruity, balanced, complex. Mango, lemon verbena, cocoa nib, freesia-like flowers, sandalwood in aroma and cup. Sweetly tart with vibrant, high-toned acidity; full, syrupy mouthfeel. Fruit- and cocoa-toned finish. "
456,Flight Coffee Co.,Medium-Light,Kenya,5.0,"Crisply sweet, richly savory, floral-toned. Peach, lilac, ripe sungold cherry tomato, almond brittle, frankincense in aroma and cup. Sweet-umami structure with jazzy acidity; very syrupy-smooth mouthfeel. The flavor-saturated finish carries over the promise of all the flavor notes from the cup. "
108,El Gran Cafe,Medium,Guatemala,1.47,"Crisply sweet, nut-toned. Cashew butter, baking chocolate, magnolia, pear, cedar in aroma and cup. Sweetly brisk structure; satiny mouthfeel. The finish consolidates to notes of cashew and cedar."
501,Simon Hsieh's Aroma Roast Coffees,Medium-Dark,Ethiopia,9.91,"Evaluated as espresso. Balanced, rich-toned, floral. Jasmine, vanilla, pink grapefruit zest, cedar, dark chocolate in aroma and small cup. Delicate, lively mouthfeel; long, flavor-saturated finish. In cappuccino-scaled milk, notes of jasmine and vanilla take center stage, supported by dark chocolate. "
826,Nostalgia Coffee Roasters,Light,Ethiopia,6.47,"Delicate, richly aromatic, floral-toned. Honeysuckle, cocoa nib, pink grapefruit zest, apricot, marjoram in aroma and cup. Sweetly tart with juicy, high-toned acidity; plush, syrupy mouthfeel. Floral- and cocoa-driven finish."
687,Mostra Coffee,Medium-Light,Kenya,6.8,"Bright, richly sweet, complex. Red currant, jasmine, dark chocolate, tangerine zest, maple syrup in aroma and cup. Sweetly savory structure, with juicy-bright acidity. Crisply silky mouthfeel. The balanced, integrated finish is centered around notes of red currant and dark chocolate, with hints of tangerine zest into the long."
1183,Jampot Poorrock Abbey,Medium,Hawai'I,10.58,"Richly sweet, floral- and nut-toned. Magnolia, cashew butter, cedar, maple syrup, red grape in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. Resonant finish centers around suggestions of magnolia and nut-butter."
401,Difference Coffee,,Panama,111.11,"Evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Rich-toned, floral- and fruit-driven. Jasmine, apricot, almond, baking chocolate, cedar in aroma and small cup. Delicately viscous mouthfeel; crisp finish centered around chocolate and almond notes. The milk shot is boldly pleasing, chocolate-laden and richly floral."
244,Green Stone Coffee,Light,Ethiopia,8.44,"Crisp, sweetly tart. Dark chocolate, pie cherry, cedar, honey, magnolia in aroma and cup. Bittersweet in structure with crisp, citrus-like acidity; velvety mouthfeel. The finish consolidates to honey-toned stonefruit in the short and dark chocolate in the long."
668,Equator Coffees,Medium-Light,Ethiopia,5.29,"Crisp, delicately sweet-toned. Bergamot, Fig Newton, baking chocolate, magnolia, cedar in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. A crisp finish consolidates to notes of baking chocolate, dried fig, and cedar."
1008,Coffee Please,Medium-Light,Ethiopia,5.24,"Confidently sweet-tart, decidedly floral. Honeysuckle, tangerine zest, plum, pipe tobacco, maple syrup in aroma and cup. Sweet-toned with bright, juicy acidity; silky-smooth mouthfeel. Crisp, flavor-saturated finish."
404,Old World Coffee Lab,Medium-Light,Ethiopia,5.58,"Delicately vibrant, crisply sweet-tart. Peach, cocoa nib, lilac, pink grapefruit zest, pistachio in aroma and cup. Balanced, sweetly tart in structure; richly silky mouthfeel. The satisfying finish consolidates to notes of cocoa-toned stone fruit."
605,Dragonfly Coffee Roasters,Medium-Light,Costa Rica,19.84,"Rich, high-toned, sweetly herbaceous. Lemon verbena, roasted almond, black cherry, narcissus, black peppercorn in aroma and cup. Savory-sweet structure with high-toned, lively acidity; plush, syrupy mouthfeel. The finish leads with black cherry and narcissus in the short, with notes of almond and peppercorn in the long, and an undercurrent of lemon verbena throughout."
246,Nostalgia Coffee Roasters,Medium-Light,Ethiopia,6.47,"Juicy, fruit-toned, bright and lively. Raspberry jam, dark chocolate, hop flowers, thyme, wild honey in aroma and cup. Richly bittersweet in structure, balanced with juicy acidity; very smooth, syrupy mouthfeel. The finish centers around notes of raspberry and dark chocolate supported by richly bittersweet hop flowers."
